order_detail_id,order_id,product_id,quantity
2717,14669,102,5
2718,12030,121,1
2719,12697,115,1
2720,10640,105,5
2721,12664,106,3
2722,12746,117,1
2723,14965,108,5
2724,14949,119,2
2725,14403,105,4
2726,12596,123,1
2727,13428,119,5
2728,10395,114,1
2729,13598,110,2
2730,14845,113,3
2731,12333,122,5
2732,10330,105,2
2733,12098,107,4
2734,10773,110,5
2735,11646,111,4
2736,11733,103,3
2737,14474,113,5
2738,11788,102,5
2739,11624,104,2
2740,11000,103,1
2741,11849,115,5
2742,11562,104,3
2743,10774,123,5
2744,11804,121,5
2745,11099,104,5
2746,12051,115,5
2747,11599,106,3
2748,10748,123,2
2749,13974,105,1
2750,12323,112,3
2751,11554,107,3
2752,11616,103,4
2753,13755,107,1
2754,14425,112,2
2755,12303,115,2
2756,14222,119,4
2757,14863,106,4
2758,13656,108,3
2759,13396,106,2
2760,10217,103,2
2761,13317,105,2
2762,11360,109,3
2763,13775,116,2
2764,14928,122,5
2765,14278,116,4
2766,14430,109,4
2767,14607,118,4
2768,14479,113,4
2769,11897,111,5
2770,14428,110,1
2771,10900,110,2
2772,10642,106,4
2773,14730,116,2
2774,13628,112,2
2775,10196,104,5
2776,11894,105,2
2777,13276,102,4
2778,14051,119,2
2779,14554,101,5
2780,14926,104,4
2781,12305,112,5
2782,13601,102,3
2783,13344,112,1
2784,12057,116,2
2785,12809,102,2
2786,11225,117,2
2787,10887,102,3
2788,10393,104,1
2789,11676,106,5
2790,13191,123,3
2791,12447,107,3
2792,13906,123,4
2793,13339,115,3
2794,13592,120,3
2795,13767,112,2
2796,12528,105,4
2797,12182,114,5
2798,13765,116,1
2799,10355,111,5
2800,12632,112,4
2801,11522,119,2
2802,12673,117,1
2803,13179,107,5
2804,12338,109,1
2805,10629,114,1
2806,12680,120,1
2807,14423,112,3
2808,11439,115,4
2809,11422,112,4
2810,11127,121,2
2811,12684,121,5
2812,11781,123,2
2813,11532,113,5
2814,11915,109,1
2815,11233,107,5
2816,11957,101,5
2817,10393,110,1
2818,10826,106,2
2819,12964,115,5
2820,12396,115,2
2821,14146,109,2
2822,14896,113,4
2823,11793,123,1
2824,13065,101,1
2825,11364,109,3
2826,12349,103,2
2827,13552,109,3
2828,13629,120,1
2829,13337,115,1
2830,11566,107,3
2831,13668,104,1
2832,12214,120,1
2833,14097,117,4
2834,11020,122,5
2835,11285,104,4
2836,10063,119,5
2837,12531,105,4
2838,13393,116,4
2839,13273,103,2
2840,12270,111,3
2841,14248,122,4
2842,10644,115,2
2843,14722,119,4
2844,10217,121,3
2845,10196,114,2
2846,13865,116,5
2847,13274,106,3
2848,12695,105,1
2849,13213,121,2
2850,12756,117,1
2851,11522,116,2
2852,11081,102,5
2853,10722,111,2
2854,11563,104,4
2855,10640,106,1
2856,14261,107,1
2857,14311,117,2
2858,13788,108,4
2859,13737,101,4
2860,10090,115,2
2861,12922,120,3
2862,11252,112,5
2863,11103,115,2
2864,14704,123,4
2865,10349,122,5
2866,13914,115,2
2867,14053,109,5
2868,12942,116,3
2869,10246,102,4
2870,10272,115,3
2871,12031,115,3
2872,14499,107,4
2873,13188,121,3
2874,13507,113,2
2875,11466,123,2
2876,11196,117,5
2877,13088,111,2
2878,13009,110,2
2879,13824,101,5
2880,11615,114,1
2881,11127,105,4
2882,14380,108,2
2883,10517,101,5
2884,12666,107,3
2885,11302,102,3
2886,10612,107,2
2887,10750,107,4
2888,11857,109,5
2889,10400,122,5
2890,11527,104,5
2891,12025,123,5
2892,10320,107,5
2893,10336,120,4
2894,12099,118,5
2895,10174,113,4
2896,14020,111,4
2897,11642,109,4
2898,10501,114,3
2899,13647,108,1
2900,12364,121,2
2901,11857,114,3
2902,13153,121,1
2903,11897,117,3
2904,11719,114,4
2905,11779,105,4
2906,14793,110,5
2907,13058,106,4
2908,14828,110,3
2909,12714,111,2
2910,13829,106,4
2911,14748,110,1
2912,11095,114,3
2913,10046,120,1
2914,11446,103,5
2915,12197,107,5
2916,13202,102,2
2917,10456,107,3
2918,11663,117,2
2919,12925,113,1
2920,10966,121,2
2921,14965,109,1
2922,11529,113,2
2923,12977,115,5
2924,13072,113,3
2925,14870,117,2
2926,12522,108,1
2927,11127,109,3
2928,13405,109,5
2929,14493,108,5
2930,12344,116,4
2931,10107,120,3
2932,12578,107,2
2933,13155,117,5
2934,14384,107,2
2935,14054,106,2
2936,14802,105,1
2937,10215,117,2
2938,14440,108,4
2939,14290,101,3
2940,14254,116,3
2941,10465,117,1
2942,12373,103,4
2943,10592,113,4
2944,12189,108,3
2945,10884,116,4
2946,14159,107,5
2947,10304,121,2
2948,14492,115,2
2949,10334,102,3
2950,12834,102,3
2951,14507,110,4
2952,12332,105,1
2953,14562,104,3
2954,10080,115,3
2955,13764,113,3
2956,12832,117,4
2957,11978,121,5
2958,10733,123,3
2959,13977,101,5
2960,11818,118,4
2961,11385,115,1
2962,12125,114,2
2963,11199,109,2
2964,12293,112,2
2965,14218,105,2
2966,10185,123,4
2967,14128,102,2
2968,10998,123,4
2969,11987,123,1
2970,12810,107,3
2971,14665,121,3
2972,12358,109,3
2973,11680,118,4
2974,14926,104,4
2975,13040,102,4
2976,14887,101,1
2977,12512,112,5
2978,13528,113,4
2979,13027,114,4
2980,12746,105,3
2981,14174,103,2
2982,12582,104,2
2983,14204,117,1
2984,12812,119,2
2985,14091,111,5
2986,10370,108,3
2987,13744,112,1
2988,12005,118,2
2989,11704,118,2
2990,13325,109,3
2991,10441,105,1
2992,13258,121,3
2993,12907,117,1
2994,10227,113,2
2995,12402,106,3
2996,14719,122,3
2997,11025,114,5
2998,13492,115,3
2999,14257,123,1
3000,10871,114,5
3001,13200,104,3
3002,11746,118,3
3003,10444,101,5
3004,14559,112,2
3005,10473,122,3
3006,10080,109,4
3007,10240,110,2
3008,14653,121,3
3009,10590,118,2
3010,11361,117,1
3011,11885,119,2
3012,12317,104,5
3013,14431,116,3
3014,10312,107,2
3015,11077,109,4
3016,10034,108,1
3017,11842,107,1
3018,14482,110,2
3019,10249,108,5
3020,11135,117,1
3021,14890,112,2
3022,14948,114,2
3023,10376,112,1
3024,10724,102,2
3025,11914,112,2
3026,14298,114,4
3027,12493,107,2
3028,11943,113,2
3029,14005,121,5
3030,12345,104,1
3031,11332,101,5
3032,14589,117,3
3033,10338,103,5
3034,11866,117,3
3035,13138,108,3
3036,10792,103,5
3037,13612,110,4
3038,13701,102,5
3039,11517,122,1
3040,13954,104,5
3041,13909,114,4
3042,12674,111,5
3043,12123,114,4
3044,13786,113,1
3045,10059,104,2
3046,12434,102,4
3047,12063,102,4
3048,11255,111,4
3049,13689,122,1
3050,13749,105,3
3051,14131,109,4
3052,14258,120,1
3053,13030,121,2
3054,12847,117,4
3055,14991,112,3
3056,10471,118,1
3057,14036,103,2
3058,12900,105,3
3059,11447,121,2
3060,14444,120,3
3061,14790,114,5
3062,10913,116,5
3063,14243,119,5
3064,11712,109,2
3065,10675,117,5
3066,11440,122,1
3067,12735,107,1
3068,13631,110,5
3069,10686,104,3
3070,11127,110,3
3071,14217,103,2
3072,12467,109,3
3073,12398,113,4
3074,14138,101,3
3075,13439,115,1
3076,14125,115,3
3077,10966,111,2
3078,10920,110,3
3079,14914,107,2
3080,12873,101,4
3081,11509,107,5
3082,11213,105,4
3083,10872,123,1
3084,14391,116,4
3085,13255,108,4
3086,10864,122,1
3087,13954,102,1
3088,13109,108,5
3089,13056,114,5
3090,13995,104,3
3091,12683,115,2
3092,14691,107,1
3093,10614,120,4
3094,11873,108,4
3095,13155,111,5
3096,14561,102,2
3097,13374,109,1
3098,13192,106,5
3099,10568,123,2
3100,14134,101,1
3101,10245,103,4
3102,10021,110,4
3103,10394,105,5
3104,13815,112,2
3105,12056,123,4
3106,13516,101,2
3107,12376,109,5
3108,11911,121,3
3109,10290,113,2
3110,12559,119,2
3111,10361,107,5
3112,11623,116,3
3113,14315,108,4
3114,14095,119,1
3115,12454,107,5
3116,12016,123,1
3117,12041,104,3
3118,12045,110,3
3119,12801,101,2
3120,12971,117,1
3121,10832,121,1
3122,11794,113,3
3123,13693,119,1
3124,11792,113,4
3125,12842,109,3
3126,14691,105,2
3127,12155,123,2
3128,10581,101,2
3129,12854,102,1
3130,12237,111,3
3131,14177,104,2
3132,12156,109,3
3133,11345,105,1
3134,10346,105,4
3135,11887,108,4
3136,10555,102,4
3137,13771,107,1
3138,14398,117,2
3139,10200,111,1
3140,12941,115,3
3141,13491,103,4
3142,10307,113,3
3143,13076,118,1
3144,11657,120,5
3145,12693,120,5
3146,11765,103,1
3147,10276,102,2
3148,13362,105,3
3149,11402,120,1
3150,14734,105,1
3151,11776,113,5
3152,13382,108,4
3153,14051,116,4
3154,13461,118,2
3155,11881,116,2
3156,13836,101,2
3157,14279,108,5
3158,11845,121,1
3159,13378,102,2
3160,10072,105,5
3161,11677,115,3
3162,11296,114,1
3163,11044,103,3
3164,12626,107,4
3165,13043,104,4
3166,10815,111,1
3167,12195,112,2
3168,13501,115,1
3169,10310,106,2
3170,12062,101,4
3171,14228,118,1
3172,11878,114,1
3173,12803,107,2
3174,12487,110,4
3175,14836,109,4
3176,13746,102,2
3177,10795,108,2
3178,14015,122,2
3179,14354,101,4
3180,13408,120,4
3181,12457,102,1
3182,11852,107,4
3183,10975,116,3
3184,11048,122,3
3185,14367,104,2
3186,14238,121,2
3187,13790,117,2
3188,14998,104,1
3189,13022,103,3
3190,14370,109,3
3191,14030,122,4
3192,10465,115,3
3193,10288,120,4
3194,13196,103,1
3195,10876,112,2
3196,11993,115,2
3197,12926,120,4
3198,11121,108,5
3199,10447,112,4
3200,12833,121,1
3201,13569,113,3
3202,12897,115,4
3203,10722,111,1
3204,12164,117,2
3205,12583,121,5
3206,11352,112,5
3207,13981,120,4
3208,14503,118,3
3209,13385,116,4
3210,11726,103,5
3211,10694,109,5
3212,13414,107,2
3213,10495,119,3
3214,10948,105,3
3215,10023,119,5
3216,11129,110,5
3217,10558,120,4
3218,11617,112,4
3219,13731,108,2
3220,11657,103,5
3221,14174,119,4
3222,10807,111,2
3223,13313,108,3
3224,14864,113,5
3225,10454,123,1
3226,12976,123,5
3227,12325,110,4
3228,11448,118,5
3229,12562,112,1
3230,12512,107,5
3231,12872,111,4
3232,10363,110,3
3233,13455,103,4
3234,12799,107,2
3235,14621,104,4
3236,13454,108,2
3237,13256,108,5
3238,11218,106,2
3239,11486,113,5
3240,12104,112,2
3241,12537,103,4
3242,11856,106,1
3243,14818,122,5
3244,11208,119,2
3245,11449,111,1
3246,11508,104,2
3247,11004,115,2
3248,10926,102,2
3249,14952,115,4
3250,10084,117,2
3251,13743,102,1
3252,13928,107,2
3253,11543,116,3
3254,10986,105,5
3255,14232,116,4
3256,10909,119,3
3257,12909,102,3
3258,14686,115,1
3259,12738,104,1
3260,12587,102,4
3261,11144,123,4
3262,11332,110,5
3263,13349,122,2
3264,11554,105,4
3265,12343,118,4
3266,11807,104,2
3267,12101,101,5
3268,10806,118,1
3269,14148,120,5
3270,12776,106,2
3271,10072,120,1
3272,10028,120,1
3273,10469,114,1
3274,13984,110,5
3275,10764,118,2
3276,11425,109,5
3277,12249,112,5
3278,13833,110,3
3279,14916,121,4
3280,14061,119,5
3281,14071,106,3
3282,11676,114,2
3283,10560,108,3
3284,14475,123,5
3285,13832,114,2
3286,11919,111,3
3287,10079,116,5
3288,14930,120,2
3289,13648,106,2
3290,11032,115,4
3291,12073,115,5
3292,14546,114,4
3293,11485,121,2
3294,12246,112,2
3295,11551,102,3
3296,14786,108,4
3297,14683,119,1
3298,11830,114,5
3299,13752,105,4
3300,14723,109,2
3301,12032,113,3
3302,14460,109,5
3303,13857,114,5
3304,12183,105,3
3305,14470,102,2
3306,12095,107,1
3307,13904,116,3
3308,13033,111,1
3309,11549,111,4
3310,10368,123,5
3311,10065,112,2
3312,13300,113,1
3313,14850,108,2
3314,12036,116,4
3315,12864,121,1
3316,11877,101,2
3317,14852,113,2
3318,12229,111,4
3319,10597,104,3
3320,13607,104,4
3321,12675,115,1
3322,13890,103,1
3323,13507,119,5
3324,11835,121,2
3325,11396,102,1
3326,11587,106,3
3327,10112,122,3
3328,10453,108,4
3329,12804,117,1
3330,12632,105,1
3331,12187,102,5
3332,14349,112,5
3333,12005,105,5
3334,11460,110,1
3335,11943,109,4
3336,13494,120,4
3337,11858,108,4
3338,10062,101,4
3339,11495,106,3
3340,11181,122,1
3341,14902,111,2
3342,12789,103,1
3343,11876,115,4
3344,12209,111,3
3345,14637,105,3
3346,14722,116,1
3347,10106,121,2
3348,11155,107,4
3349,13429,106,3
3350,14088,109,4
3351,11709,107,4
3352,12824,103,4
3353,13926,111,5
3354,11909,112,4
3355,12050,121,4
3356,14465,111,2
3357,11275,102,2
3358,10946,101,5
3359,13905,102,5
3360,12228,114,4
3361,13797,113,3
3362,10293,105,3
3363,14680,102,1
3364,12223,123,3
3365,13974,123,3
3366,12492,119,2
3367,12476,117,1
3368,14861,111,1
3369,13730,116,2
3370,10428,120,3
3371,12973,118,3
3372,10107,120,1
3373,13620,108,3
3374,14755,102,1
3375,13334,117,3
3376,13993,111,4
3377,11226,114,2
3378,14005,116,5
3379,14251,115,4
3380,13369,115,3
3381,10896,103,5
3382,13906,107,4
3383,11621,112,2
3384,13864,122,5
3385,12293,122,5
3386,11386,123,2
3387,13900,103,4
3388,13593,119,5
3389,12434,110,2
3390,12807,108,4
3391,13384,116,3
3392,11302,116,1
3393,10759,112,3
3394,10747,123,3
3395,10593,105,1
3396,12887,120,3
3397,14112,106,3
3398,11069,106,2
3399,13308,108,2
3400,10703,117,4
3401,14709,112,5
3402,10105,122,4
3403,11498,114,2
3404,13834,102,2
3405,10396,119,1
3406,13518,106,1
3407,12654,118,2
3408,13292,104,3
3409,12011,122,4
3410,13882,105,2
3411,14947,106,2
3412,11989,115,1
3413,14538,106,4
3414,11669,108,4
3415,14969,109,5
3416,14763,121,2
3417,11052,122,5
3418,12842,106,1
3419,14724,122,5
3420,13585,102,3
3421,10348,116,2
3422,11264,120,2
3423,14666,101,4
3424,12743,116,5
3425,12074,101,4
3426,13149,101,5
3427,11352,107,5
3428,12822,116,1
3429,13828,117,5
3430,10670,116,4
3431,14814,116,5
3432,12647,106,5
3433,10267,118,2
3434,11439,122,2
3435,12694,122,2
3436,11023,103,3
3437,12038,108,2
3438,10565,104,3
3439,11060,123,3
3440,11425,104,4
3441,14124,117,2
3442,10220,122,5
3443,10406,105,1
3444,11638,114,5
3445,12319,115,2
3446,11760,112,5
3447,11675,113,2
3448,10792,123,2
3449,13583,118,5
3450,11310,114,3
3451,13834,119,4
3452,14930,122,4
3453,14413,107,4
3454,11331,106,4
3455,14447,105,1
3456,10511,104,2
3457,12573,118,1
3458,13930,114,4
3459,10492,116,4
3460,11618,123,5
3461,12057,123,4
3462,11521,120,2
3463,11584,114,4
3464,11576,105,4
3465,13947,122,1
3466,11762,111,2
3467,11992,112,3
3468,13180,118,5
3469,13327,104,3
3470,11047,113,1
3471,12893,120,4
3472,12614,113,5
3473,13893,104,2
3474,14145,123,5
3475,10462,123,1
3476,14432,107,4
3477,11382,123,1
3478,11146,102,2
3479,13516,121,3
3480,14455,118,4
3481,10193,121,4
3482,13535,106,1
3483,10756,116,1
3484,11685,103,1
3485,12526,122,4
3486,10828,115,1
3487,10890,121,5
3488,14749,120,5
3489,12456,110,5
3490,12334,109,4
3491,14947,111,1
3492,10111,114,2
3493,14716,112,1
3494,10793,107,4
3495,14684,111,5
3496,12644,117,4
3497,13415,109,1
3498,11310,122,4
3499,10297,123,2
3500,11630,113,4
3501,10569,116,3
3502,14928,103,4
3503,14706,105,1
3504,14112,123,3
3505,10072,117,5
3506,14366,101,1
3507,14383,121,2
3508,10066,109,4
3509,10880,123,4
3510,10068,117,1
3511,11217,113,4
3512,13028,115,4
3513,13240,121,5
3514,13481,108,4
3515,10508,108,4
3516,13715,102,5
3517,12885,123,4
3518,11126,110,5
3519,10886,105,2
3520,12842,116,4
3521,13878,119,1
3522,14871,101,3
3523,12526,113,2
3524,10926,104,4
3525,14216,107,1
3526,11939,101,3
3527,13815,102,5
3528,13363,116,4
3529,14584,114,5
3530,13233,105,2
3531,13745,114,3
3532,13466,117,3
3533,10441,112,5
3534,13612,120,5
3535,10462,112,2
3536,10612,103,1
3537,13472,121,4
3538,13164,121,1
3539,10006,102,3
3540,14777,121,4
3541,13971,121,2
3542,12859,115,1
3543,12607,111,1
3544,10099,110,4
3545,10526,118,2
3546,11181,123,2
3547,11690,122,1
3548,11139,123,1
3549,14492,121,5
3550,14866,102,4
3551,13072,107,2
3552,12928,107,3
3553,12793,107,4
3554,14779,123,5
3555,10015,114,4
3556,12416,102,1
3557,12686,102,4
3558,12901,123,4
3559,11237,115,4
3560,14101,111,3
3561,13221,110,5
3562,11608,103,4
3563,13564,117,4
3564,13298,109,3
3565,12634,115,2
3566,13891,114,4
3567,14265,119,4
3568,12809,117,2
3569,10792,122,4
3570,11000,120,4
3571,10152,117,4
3572,13064,116,5
3573,14600,120,1
3574,12092,108,5
3575,14600,107,2
3576,14083,112,5
3577,14027,101,5
3578,12978,112,3
3579,10843,106,2
3580,14447,116,2
3581,13794,118,2
3582,12071,119,5
3583,11660,123,2
3584,10598,103,3
3585,12514,103,4
3586,14136,105,5
3587,14271,103,4
3588,13604,119,4
3589,11217,105,5
3590,12292,114,5
3591,14932,121,2
3592,13812,116,3
3593,14994,101,5
3594,10932,117,4
3595,12139,111,5
3596,14003,109,3
3597,12979,121,1
3598,13893,104,4
3599,14596,102,1
3600,12919,109,1
3601,12565,122,3
3602,11764,105,5
3603,12171,104,1
3604,10336,123,2
3605,11177,105,5
3606,13022,118,4
3607,10779,113,5
3608,11186,105,3
3609,13286,119,3
3610,13448,123,4
3611,13992,103,4
3612,12471,122,4
3613,10939,118,3
3614,14900,106,5
3615,14007,106,1
3616,11936,105,1
3617,10634,101,2
3618,11254,108,3
3619,11083,101,4
3620,12144,121,5
3621,11286,106,3
3622,10354,120,2
3623,11886,114,1
3624,11819,111,5
3625,12521,102,1
3626,14009,121,5
3627,13023,104,4
3628,12585,113,5
3629,11548,107,4
3630,14019,106,3
3631,14205,103,1
3632,11369,109,5
3633,13338,114,5
3634,11758,120,2
3635,11518,111,1
3636,14918,105,3
3637,13485,114,4
3638,13686,119,3
3639,13053,108,2
3640,12697,107,3
3641,10191,107,4
3642,10933,123,1
3643,14238,103,2
3644,13239,103,5
3645,12216,118,5
3646,10566,113,1
3647,11135,101,3
3648,10744,105,5
3649,10673,104,2
3650,12912,116,4
3651,10531,115,3
3652,13022,118,4
3653,10562,117,3
3654,10302,114,2
3655,13768,114,4
3656,14281,119,2
3657,10510,106,4
3658,13446,113,3
3659,12204,118,2
3660,12835,115,3
3661,10795,123,3
3662,12480,107,4
3663,11524,119,4
3664,14857,117,2
3665,12195,109,5
3666,12529,111,1
3667,10435,105,4
3668,12039,102,3
3669,11707,115,1
3670,10069,112,2
3671,11905,110,1
3672,13960,110,1
3673,12952,120,5
3674,14650,111,5
3675,12714,110,1
3676,13370,107,5
3677,14596,114,5
3678,13728,113,1
3679,12405,105,4
3680,13326,119,5
3681,13547,110,1
3682,12304,108,4
3683,13682,118,5
3684,13222,101,1
3685,14375,105,5
3686,11083,111,4
3687,10446,120,1
3688,14932,111,4
3689,14851,116,3
3690,11593,110,2
3691,12776,115,3
3692,13817,107,5
3693,13054,115,4
3694,11591,116,1
3695,12232,106,4
3696,11562,111,5
3697,14273,117,1
3698,13647,115,3
3699,14943,116,4
3700,13239,102,2
3701,11601,104,5
3702,12057,119,5
3703,14332,106,4
3704,10710,118,3
3705,12972,121,3
3706,12733,111,2
3707,10794,109,2
3708,13100,103,4
3709,12856,102,1
3710,10027,118,3
3711,13268,115,1
3712,10085,122,1
3713,13102,118,4
3714,11123,119,2
3715,10012,115,1
3716,11749,117,4
3717,13110,118,2
3718,11877,118,1
3719,12620,111,1
3720,10180,118,2
3721,10797,123,2
3722,13814,103,5
3723,12025,113,5
3724,13218,114,4
3725,10887,104,4
3726,12469,118,3
3727,13388,105,5
3728,11520,114,2
3729,12433,112,5
3730,14867,107,4
3731,10917,112,4
3732,12071,108,4
3733,13977,121,2
3734,11782,121,1
3735,10339,103,4
3736,11517,122,5
3737,12871,101,1
3738,13583,103,5
3739,10915,111,4
3740,13291,118,2
3741,14571,107,1
3742,11447,109,1
3743,11380,104,4
3744,11484,123,4
3745,12075,110,4
3746,10801,118,3
3747,11247,123,2
3748,14960,116,2
3749,12738,112,4
3750,13496,119,3
3751,14835,122,4
3752,13258,103,4
3753,13878,108,2
3754,10982,119,3
3755,12477,109,2
3756,12089,119,4
3757,12953,117,5
3758,11012,113,1
3759,13465,102,4
3760,12751,104,3
3761,12127,111,5
3762,14813,102,3
3763,13862,104,4
3764,12592,104,4
3765,11474,120,1
3766,12522,101,3
3767,11166,111,5
3768,13323,123,1
3769,10610,102,3
3770,12184,119,4
3771,12532,108,1
3772,12862,123,4
3773,14651,120,2
3774,11656,104,2
3775,11756,116,1
3776,10046,115,1
3777,11260,105,3
3778,14639,105,5
3779,13233,115,5
3780,11452,123,2
3781,12119,117,2
3782,12568,103,2
3783,11993,118,4
3784,13124,111,5
3785,12341,106,1
3786,14908,112,2
3787,11489,122,3
3788,11574,117,1
3789,14963,114,1
3790,12428,106,1
3791,11767,110,5
3792,13550,116,2
3793,12310,118,3
3794,14676,120,4
3795,12405,106,3
3796,11443,119,3
3797,14794,103,3
3798,11977,112,4
3799,13974,116,3
3800,12491,103,3
3801,10726,116,2
3802,13804,104,2
3803,14382,120,2
3804,13828,113,1
3805,14666,104,3
3806,13620,104,5
3807,12888,107,5
3808,10498,121,5
3809,13977,112,4
3810,10705,102,2
3811,14658,116,2
3812,14128,107,2
3813,13682,119,4
3814,14139,111,3
3815,11917,101,1
3816,11375,109,2
3817,11846,105,3
3818,14655,117,5
3819,11437,101,1
3820,13091,117,5
3821,11371,112,3
3822,11929,113,3
3823,11637,111,5
3824,10092,113,1
3825,11844,113,5
3826,10185,106,5
3827,14824,122,5
3828,11572,106,1
3829,10832,120,4
3830,14441,121,1
3831,12126,110,5
3832,14263,119,2
3833,10264,103,2
3834,11287,107,3
3835,11530,105,4
3836,11809,108,3
3837,11878,105,3
3838,11750,112,2
3839,11910,104,1
3840,12624,119,3
3841,11198,118,3
3842,12479,103,4
3843,14864,107,2
3844,12511,108,1
3845,10101,115,4
3846,13088,121,1
3847,11920,117,1
3848,12292,119,3
3849,13321,104,4
3850,10105,116,3
3851,10694,113,5
3852,13241,112,1
3853,13492,104,4
3854,13393,112,2
3855,14914,117,3
3856,12269,109,5
3857,13784,112,5
3858,13513,115,5
3859,10890,120,3
3860,10790,102,2
3861,14649,109,4
3862,14940,114,1
3863,10659,104,2
3864,11019,104,3
3865,11954,106,4
3866,11191,105,1
3867,13707,117,4
3868,13658,113,1
3869,14847,120,1
3870,12297,117,5
3871,10775,119,3
3872,12812,123,2
3873,11381,101,5
3874,13183,121,5
3875,14788,117,4
3876,14815,122,1
3877,14330,103,1
3878,13098,114,4
3879,11405,112,3
3880,13802,115,1
3881,11370,106,5
3882,12065,120,5
3883,12293,122,1
3884,12766,102,1
3885,12818,104,3
3886,10717,113,1
3887,14041,113,3
3888,11712,123,5
3889,11226,122,3
3890,10009,123,1
3891,10598,117,2
3892,14119,106,1
3893,11609,111,2
3894,13032,119,5
3895,13668,116,4
3896,12247,108,5
3897,13627,101,5
3898,14072,110,5
3899,12823,102,3
3900,10092,119,5
3901,10851,114,4
3902,11108,103,1
3903,10300,123,2
3904,12344,109,5
3905,11478,123,2
3906,11083,108,5
3907,12957,111,3
3908,12919,115,2
3909,11366,106,5
3910,12801,102,5
3911,13537,101,4
3912,13952,103,4
3913,12110,123,4
3914,10776,118,3
3915,11453,114,2
3916,11682,117,3
3917,12304,102,1
3918,11852,119,5
3919,11898,122,5
3920,13419,109,5
3921,13598,108,4
3922,11328,110,5
3923,10615,109,4
3924,10245,108,1
3925,10757,107,3
3926,10824,122,3
3927,12828,106,3
3928,13808,102,4
3929,12780,109,2
3930,11847,109,2
3931,11241,119,1
3932,14612,109,2
3933,10474,102,1
3934,14132,119,5
3935,13250,116,3
3936,11793,122,4
3937,11735,114,1
3938,14926,120,4
3939,13943,101,4
3940,10945,113,3
3941,11512,122,5
3942,14082,102,5
3943,14527,122,2
3944,10859,114,5
3945,13561,101,3
3946,10230,115,4
3947,12418,118,1
3948,10178,109,1
3949,13929,122,5
3950,12616,108,2
3951,11614,107,1
3952,12841,109,2
3953,12948,109,1
3954,11775,111,2
3955,13872,104,2
3956,10082,107,4
3957,10846,121,3
3958,12810,107,1
3959,11217,104,5
3960,14714,112,3
3961,13261,117,4
3962,13146,120,4
3963,12264,103,4
3964,12338,109,5
3965,10445,105,1
3966,10923,120,1
3967,14289,116,2
3968,14385,108,2
3969,12631,121,2
3970,11168,116,5
3971,13964,119,3
3972,13442,116,1
3973,13513,118,2
3974,10896,115,5
3975,13723,118,5
3976,12061,114,2
3977,13035,116,4
3978,12388,105,4
3979,11898,108,4
3980,11800,116,2
3981,14408,121,5
3982,12781,101,5
3983,11128,111,1
3984,10339,111,4
3985,14455,102,2
3986,11173,122,1
3987,12809,119,5
3988,14864,105,1
3989,13030,103,4
3990,12090,123,3
3991,14298,108,4
3992,13018,104,4
3993,14560,113,2
3994,10449,122,3
3995,14894,114,3
3996,10794,101,3
3997,10437,105,5
3998,14627,121,1
3999,14661,107,5
4000,11621,123,3
4001,13502,106,2
4002,12920,115,4
4003,14309,115,4
4004,10949,108,5
4005,13945,102,5
4006,11128,114,2
4007,10192,116,4
4008,14013,123,5
4009,13761,110,1
4010,13731,115,5
4011,11404,123,5
4012,11991,104,3
4013,11105,112,1
4014,14801,110,1
4015,10549,102,2
4016,13449,104,3
4017,11862,120,1
4018,14250,106,3
4019,10571,114,3
4020,11785,123,4
4021,12288,103,1
4022,12422,115,4
4023,13973,101,5
4024,10805,119,5
4025,10799,101,4
4026,13276,113,5
4027,10611,108,4
4028,11807,118,2
4029,14239,122,3
4030,13261,103,2
4031,14368,123,1
4032,13372,118,2
4033,12474,120,2
4034,12094,109,5
4035,12143,106,4
4036,14002,120,1
4037,13081,102,5
4038,14555,104,1
4039,11433,118,3
4040,12518,107,4
4041,12858,111,5
4042,10506,105,2
4043,11097,108,3
4044,14180,111,2
4045,14155,120,1
4046,11045,120,3
4047,12205,115,5
4048,13903,103,2
4049,11353,107,2
4050,11597,108,1
4051,10576,111,1
4052,10680,110,4
4053,14299,120,4
4054,13713,109,1
4055,13829,115,4
4056,11130,120,2
4057,13905,122,1
4058,13194,105,3
4059,10318,115,1
4060,13697,104,5
4061,14502,105,5
4062,12997,115,1
4063,13595,117,3
4064,13210,123,1
4065,12543,108,3
4066,10679,119,2
4067,11890,109,2
4068,11644,110,3
4069,10835,105,4
4070,12242,110,2
4071,12356,122,5
4072,11669,101,1
4073,12554,122,4
4074,10281,104,5
4075,12763,121,1
4076,14704,105,5
4077,14579,123,4
4078,11247,107,3
4079,11773,123,1
4080,12165,105,5
4081,10192,120,5
4082,12836,108,4
4083,12666,117,4
4084,12564,101,4
4085,10307,122,3
4086,10532,118,2
4087,14218,112,5
4088,12697,103,3
4089,14688,120,5
4090,10059,114,3
4091,11574,116,1
4092,11141,118,2
4093,11811,110,5
4094,13199,123,4
4095,13477,115,2
4096,14495,110,5
4097,12563,101,1
4098,12853,119,5
4099,10942,102,5
4100,14624,113,5
4101,11775,116,2
4102,11422,108,5
4103,10436,103,4
4104,10840,121,3
4105,14002,119,4
4106,14456,114,1
4107,14960,111,2
4108,12682,112,3
4109,11651,111,2
4110,11246,111,2
4111,12262,122,5
4112,10916,121,4
4113,12640,118,3
4114,13890,110,5
